2.513	20.6834	4.2491
7.9474	48.2872	18.178
6.6772	55.8979	17.4882
3.5461	58.992	10.7418
15.2476	72.0722	35.5115
6.4415	79.2625	20.5091
2.1716	53.354	6.7794
1.6203	60.2263	5.6049
7.0804	37.6809	14.5884
4.4183	64.7276	13.8827
9.6583	60.7301	23.1701
9.6583	60.7301	23.1701
9.6583	60.7301	23.1701
9.6583	60.7301	23.1701
2.1115	51.5168	6.3051
3.5461	58.992	10.7418
3.5461	58.992	10.7418
3.5461	58.992	10.7418
5.3314	62.1572	15.4027
1.9087	38.9986	5.0068
4.3964	20.7441	7.1097
8.1418	44.5835	17.889
6.1502	24.5957	10.2397
6.1502	24.5957	10.2397
7.2054	105.2185	25.3319
7.2054	105.2185	25.3319
7.2054	105.2185	25.3319
5.3175	51.9681	13.8676
5.3175	51.9681	13.8676
12.6315	67.0135	29.7064
12.6315	67.0135	29.7064
12.6315	67.0135	29.7064
12.6315	67.0135	29.7064
12.6315	67.0135	29.7064
7.6668	63.4097	20.0618
15.8259	56.6599	31.2591
15.8259	56.6599	31.2591
15.8259	56.6599	31.2591
14.7074	61.8543	31.721
14.7074	61.8543	31.721
7.5851	78.1173	23.0386
13.9771	62.6567	30.7545
13.739	42.0229	24.8155
13.739	42.0229	24.8155
15.8711	26.4879	22.0422
12.6315	67.0135	29.7064
12.6315	67.0135	29.7064
12.6315	67.0135	29.7064
27.6132	90.7933	55.6924
27.6132	90.7933	55.6924
13.1292	120.4618	40.2976
3.5029	90.2327	13.7324
7.9876	11.1938	9.9713
12.0746	54.7941	25.2604
10.9252	58.27	24.8646
10.9252	58.27	24.8646
4.8684	33.2931	9.5766
10.061	21.1966	14.4407
13.919	51.0362	26.9066
13.919	51.0362	26.9066
13.919	51.0362	26.9066
13.919	51.0362	26.9066
13.919	51.0362	26.9066
13.919	51.0362	26.9066
13.919	51.0362	26.9066
13.919	51.0362	26.9066
0.8974	50.121	2.6243
14.4322	58.3978	29.8404
14.4322	58.3978	29.8404
23.7598	58.007	41.8758
23.7598	58.007	41.8758
23.7598	58.007	41.8758
23.7598	58.007	41.8758
6.5085	56.0531	17.027
6.5085	56.0531	17.027
5.4839	44.0988	13.0782
7.3448	52.0647	17.5926
7.3448	52.0647	17.5926
7.3448	52.0647	17.5926
6.0259	47.0854	14.4802
6.0259	47.0854	14.4802
6.0259	47.0854	14.4802
6.0259	47.0854	14.4802
6.5471	50.2484	16.4625
6.5471	50.2484	16.4625
6.5471	50.2484	16.4625
6.5471	50.2484	16.4625
6.5471	50.2484	16.4625
6.5471	50.2484	16.4625
4.52	15.9187	7.6014
4.52	15.9187	7.6014
6.0259	47.0854	14.4802
6.0259	47.0854	14.4802
5.2787	26.0717	9.606
5.2787	26.0717	9.606
3.5199	35.2649	8.0537
3.5199	35.2649	8.0537
4.133	39.949	9.8599
4.133	39.949	9.8599
4.133	39.949	9.8599
7.2921	42.4868	15.7551
4.1065	50.7917	11.3652
4.1065	50.7917	11.3652
5.2443	54.8321	14.4862
5.2443	54.8321	14.4862
5.2443	54.8321	14.4862
5.2443	54.8321	14.4862
3.5459	52.9986	9.5812
2.2921	53.9418	6.7783
13.6048	65.0545	30.4703
13.6048	65.0545	30.4703
13.6048	65.0545	30.4703
8.481	62.4858	21.2948
13.6048	65.0545	30.4703
10.5855	67.8306	26.2338
11.4877	70.2753	28.8352
10.5855	67.8306	26.2338
11.4877	70.2753	28.8352
10.5855	67.8306	26.2338
10.5855	67.8306	26.2338
11.4877	70.2753	28.8352
10.8871	64.6552	25.9415
16.1269	80.8739	37.9474
10.8871	64.6552	25.9415
9.4035	88.9075	28.3497
7.6918	72.861	22.1653
9.4035	88.9075	28.3497
7.6918	72.861	22.1653
8.0806	88.7179	25.0858
8.0806	88.7179	25.0858
8.0806	88.7179	25.0858
9.8304	92.2356	29.4948
6.323	71.8182	18.9346
10.9552	72.1749	27.7375
10.9552	72.1749	27.7375
10.9552	72.1749	27.7375
11.0277	72.7309	28.3234
11.0277	72.7309	28.3234
7.5226	91.2432	24.1083
10.9552	72.1749	27.7375
10.9552	72.1749	27.7375
10.9552	72.1749	27.7375
10.9552	72.1749	27.7375
7.5226	91.2432	24.1083
7.5226	91.2432	24.1083
7.5226	91.2432	24.1083
7.5226	91.2432	24.1083
11.4	142.35	39.25
1.05	93.95	4.95
5.822	54.8831	16.9043
10.9	81.9	30.3
13	90.4	35.8
19.1222	59.8289	36.5541
7.7977	38.5554	15.9711
4.4806	90.1685	16.361
12.2767	56.7634	26.6828
10.2443	42.3032	20.3168
10.2627	49.9049	22.5087
48.1105	67.5905	67.0614
2.2384	20.1165	5.3409
9.8993	53.829	22.7454
16.2917	70.1015	36.1831
3.0783	51.723	8.9747
7.2365	49.3722	17.3536
3.0783	51.723	8.9747
3.0783	51.723	8.9747
3.0783	51.723	8.9747
3.0783	51.723	8.9747
3.0783	51.723	8.9747
3.0783	51.723	8.9747
3.0783	51.723	8.9747
3.0783	51.723	8.9747
3.0783	51.723	8.9747
7.6591	57.2899	19.4081
7.6591	57.2899	19.4081
7.6591	57.2899	19.4081
2.1298	48.0584	6.1405
2.1298	48.0584	6.1405
2.1298	48.0584	6.1405
2.1298	48.0584	6.1405
2.1298	48.0584	6.1405
2.1298	48.0584	6.1405
2.1298	48.0584	6.1405
16.6115	58.4118	33.6716
16.6115	58.4118	33.6716
16.6115	58.4118	33.6716
16.6115	58.4118	33.6716
16.6115	58.4118	33.6716
16.6115	58.4118	33.6716
16.6115	58.4118	33.6716
16.6115	58.4118	33.6716
16.6115	58.4118	33.6716
16.6115	58.4118	33.6716
16.6115	58.4118	33.6716
16.6115	58.4118	33.6716
2.6	101.3	11.85
2.6	101.3	11.85
2.6	101.3	11.85
2.6	101.3	11.85
2.6	101.3	11.85
		
		
		
		
		
		
		
		
		
		
		
